date,harris_mean,harris_var,trump_mean,trump_var,other_mean,other_var
2024-07-16,0.4760536460179718,0.000517779064946048,0.483203648625424,0.0005204198699388334,0.04001636648245984,0.00041683402396359206
2024-07-17,0.47612400208932976,0.0005454710414553683,0.4831270639342609,0.0005486396649239041,0.04002436438643354,0.0004170006623641215
2024-07-18,0.47616957474875093,0.0005798523580769507,0.4830592371539445,0.0005836249466652128,0.04004834532564711,0.0004175005110688987
2024-07-19,0.4761899910222774,0.0006212700475850809,0.4830023960461632,0.0006257319055091507,0.04008827108375186,0.00041833337111734053
2024-07-20,0.47618610553587554,0.0006700377378431957,0.48295733191657025,0.0006752867091899927,0.04014407830419332,0.0004194989126648285
2024-07-21,0.4761596931366387,0.0007264019258050051,0.48292368968425914,0.000732549892809032,0.040215678989712254,0.0004209966775831903
2024-07-22,0.4761130850050742,0.0007905290895057931,0.482900362330156,0.0007977020843663952,0.04030296118879041,0.0004228260830344508
2024-07-23,0.47836751711760606,0.00035290392527344234,0.47611455636969624,0.00035424118214874263,0.03619238146445613,0.000340974717843791
2024-07-24,0.47186977746154085,0.00019211437084457451,0.4722363968128197,0.00019248959680744256,0.049451100062687686,0.00024366616642396458
2024-07-25,0.4717127326475854,0.0001982979071034742,0.47204971325938044,0.00019865902773811553,0.04950608873095601,0.00024460592422596557
2024-07-26,0.47154756656339286,0.00020758429672782807,0.47187732454786135,0.00020793661075265132,0.04953802468089368,0.0002461591879662667
2024-07-27,0.471379169797801,0.00022012509884224878,0.47171795117002335,0.00022047645516859945,0.04954725283737669,0.0002483283812124992
2024-07-28,0.46950078058366873,0.0001714883769647097,0.4684030242068553,0.00017168654442639993,0.05754746909410274,0.000201388154850115
2024-07-29,0.4704380109835258,0.00016252865150460412,0.467276669474264,0.00016265125688995978,0.05759272883405835,0.0002036601423602932
2024-07-30,0.47033456957120573,0.00017284553437721924,0.4670346828445869,0.0001729500570756318,0.05760824193858142,0.00020649780936227301
2024-07-31,0.4702445551066008,0.00018531635465580788,0.4668339501856074,0.00018538245840449987,0.05759462034569027,0.00020990252139461074
2024-08-01,0.4691069057222819,0.00011839805420316484,0.4640389766826905,0.00011836078051277979,0.06685411759502766,0.00014779913187334137
2024-08-02,0.47261972231421373,0.00010770632343049064,0.462462324706934,0.00010757321172307409,0.06491795297885236,0.00013149295504777598
2024-08-03,0.47052272939475526,0.00010512925577534333,0.4608797691328728,0.00010496175803910561,0.060752378372214845,0.00011768474746505027
2024-08-04,0.4704152317927359,0.00011145859515244195,0.46057613564458394,0.0001112030390571355,0.06066411555708843,0.00011961055561066457
2024-08-05,0.4711722845208383,0.00010851386346578105,0.4593822231727535,0.00010817612055959772,0.06054681624606033,0.00012184696672834814
2024-08-06,0.4711262741917166,0.00011618855980513028,0.45911339326635975,0.00011570832465735129,0.06040255242173318,0.0001243929996917442
2024-08-07,0.4721954622573462,0.00011351898342331033,0.461416767055938,0.00011296930630377089,0.06023371850100414,0.0001272470077430763
2024-08-08,0.47692017216383586,7.791313631778582e-05,0.45721951408237366,7.753319901678628e-05,0.06089770620080398,9.354539834447378e-05
2024-08-09,0.47713948554291696,8.216331798209678e-05,0.4570407891765435,8.168390377628979e-05,0.06076235550866815,9.535736631080748e-05
