date,harris_mean,harris_var,trump_mean,trump_var,other_mean,other_var
2024-07-20,0.4164015843607596,0.0004939763264649897,0.48059734623982514,0.0005091162781974602,0.08,0.001
2024-07-21,0.4158892975918137,0.0005178787126382321,0.4798489188098653,0.0005360232851832183,0.07999999999999999,0.001002
2024-07-22,0.41546505944275103,0.0005478720923864536,0.479255510572523,0.0005699883877505024,0.08,0.001008
2024-07-23,0.42530761868287026,0.00029669471317927043,0.48970534239492797,0.00030432071113410485,0.07439623329594737,0.0004993968632067652
2024-07-24,0.42631492498530443,0.00025238017809878303,0.48433806497114384,0.00025853680380044967,0.066170410595014,0.0003339781642651648
2024-07-25,0.4264538738307577,0.00026344254025075176,0.48426638516836523,0.000270840240416394,0.06609489227900235,0.00033658784324376936
2024-07-26,0.426544804855205,0.000277936409959736,0.4841775942473733,0.0002870900971660812,0.06601443509592352,0.0003402638493646549
2024-07-27,0.42659008859556513,0.0002960203314426616,0.48407503333389795,0.00030747132695566087,0.06592990761354693,0.000345001053602561
2024-07-28,0.44670298776921974,0.00020839510369451158,0.4736828253218709,0.0002142950394086943,0.06693738661147941,0.00025839330626618645
2024-07-29,0.4453534807540744,0.00019197664845041815,0.47400719081906456,0.00019741218821007743,0.06688560252193897,0.0002622133743751054
2024-07-30,0.44909331385184303,0.00017559590118420198,0.47589947241281455,0.00018023749266876543,0.06683260566373747,0.0002668163697101945
2024-07-31,0.4495201427240599,0.00018580572133549824,0.4757685553315493,0.00019100173365237683,0.0667788170802785,0.00027220474782542676
2024-08-01,0.4497882117371952,0.0001982905405201418,0.4756897607909548,0.00020413731324171936,0.06672461656405664,0.0002783815119177483
2024-08-02,0.4544256580590138,0.00016530125809824164,0.46740795756927367,0.0001690732355438681,0.06738203812001631,0.00022435803071847038
2024-08-03,0.4529787720210228,0.00015539516605511902,0.46253607578889866,0.00015858247147048076,0.06211568852094455,0.0001853189250521719
2024-08-04,0.4530291737361877,0.0001651873313626157,0.461934763266539,0.00016862381028599898,0.06199722939507681,0.00018891182902097879
2024-08-05,0.4465587442473011,0.00012545602948081387,0.45194246716862485,0.000127283420108329,0.06958487078495422,0.0001398132949897882
2024-08-06,0.44621607676482755,0.00013237832994726238,0.45122254986753485,0.00013426885037391866,0.06961273772836003,0.00014224111206390425
2024-08-07,0.44590004054025706,0.0001407006502582094,0.45064602795722963,0.00014266813007086018,0.06962222623583893,0.0001450565947224919
2024-08-08,0.4490962155059042,0.00011046293350031737,0.45706204498732284,0.0001116049970936154,0.06289143055094007,0.00011309709531873944
2024-08-09,0.4490883514073906,0.00011679156838565185,0.4571583567838829,0.0001179717898009764,0.06275131495650263,0.00011521911740967453
2024-08-10,0.4490798856803886,0.00012442076532438796,0.45727284488643644,0.00012568208412264256,0.06259621979409212,0.0001176151577752494
2024-08-11,0.4490639415959535,0.00013344301997652073,0.4573865039014115,0.00013483377603955838,0.062427871358787086,0.0001202872185733011
2024-08-12,0.44903639537276946,0.00014392501582400952,0.45748847144877236,0.0001454963242269513,0.06224825533517861,0.00012323674148738257
2024-08-13,0.44899581482282563,0.0001559072166756899,0.45757460498370944,0.00015771077245793386,0.062059512125894896,0.00012646469711794018
2024-08-14,0.4510508759253729,0.0001524470465589023,0.4578838767496264,0.00015411674349704202,0.06186383644561716,0.00012997168846708422
2024-08-15,0.4578499882026727,0.00010010371890943513,0.4500499945828272,0.0001006964754821413,0.06402536800715834,9.546856213422193e-05
2024-08-16,0.4538431241983194,6.966765893324527e-05,0.4550640613959272,6.997388982720266e-05,0.068890038535191,7.039060536491813e-05
2024-08-17,0.45384556726169345,7.259430875350633e-05,0.4550718557216645,7.2891985690439e-05,0.06889548025936884,7.162740547286549e-05
2024-08-18,0.45381143411621305,7.641280972979192e-05,0.4550780956096406,7.670623724054971e-05,0.06889123033898181,7.304482017676423e-05
2024-08-19,0.453749984502589,8.119243426273882e-05,0.45508038317169497,8.148899782521787e-05,0.06887733271924905,7.464914610116027e-05
2024-08-20,0.45540212540275343,7.681620590523285e-05,0.45746996107125415,7.706094233799812e-05,0.06650308129053473,7.080426986935342e-05
2024-08-21,0.4554264189291198,8.217595107067097e-05,0.45760874659731493,8.243667185769583e-05,0.06641842925628573,7.251742451071415e-05
2024-08-22,0.455431079561131,8.844799010776982e-05,0.45772405464216176,8.873649088959853e-05,0.066324795050312,7.440767213113122e-05
2024-08-23,0.45541632954093586,9.56552997470345e-05,0.4578138145015304,9.598392101059657e-05,0.06622296579157856,7.647773459881104e-05
2024-08-24,0.45538301151140936,0.00010381242183418183,0.4578784181078801,0.00010419366801386925,0.06611383550335001,7.872975195378503e-05
2024-08-25,0.4553327951203041,0.00011292512495145365,0.4579202285199903,0.00011337139718575114,0.06599837531225611,8.1165326696009e-05
2024-08-26,0.4614037809562495,0.0001012622692626707,0.46185352058754736,0.00010161218115484047,0.06375538952394454,7.691435717377581e-05
2024-08-27,0.46786390191019195,8.013910929393412e-05,0.46551659491157077,8.034366883584076e-05,0.057199980961172736,6.76761770715954e-05
2024-08-28,0.46771849204930543,7.509689290447204e-05,0.4682841091702448,7.527118015397525e-05,0.05433129681053851,6.471105634737326e-05
2024-08-29,0.4662993824161743,7.481872245752085e-05,0.46985307420103745,7.4991497378853e-05,0.052388817660117784,6.202665573752707e-05
